Date, Open, High, Low, Close, Volume
6/21/18,72.4,73.2428,69.254,69.502,39835724.4
6/22/18,70.308,70.45,66.4,66.726,51330299.23
6/25/18,66.024,67.694,65.5,66.602,34656519.48
6/26/18,67.2108,68.71,65.1598,68.4,37262434.44
6/27/18,69,70.158,67.9,68.9,41668639.37
6/28/18,69.732,71.404,69.222,69.986,41990024.37
6/29/18,70.666,70.772,68.482,68.59,32461979.51
7/2/18,72.014,72.956,65.97,67.014,93798848.59
7/3/18,66.35,66.498,61.938,62.172,61413199.08
7/5/18,62.752,62.878,59.244,61.832,87381843.69
7/6/18,60.991,62.414,60.4,61.78,44327254.34
7/9/18,62.398,63.704,61.6,63.702,37983764.43
7/10/18,64.912,65.5354,63.84,64.494,47357489.29
7/11/18,63.16,64.388,63.014,63.792,24420379.63
7/12/18,64.286,64.646,62.554,63.342,28605829.57
7/13/18,63.116,63.917,61.85,63.774,29378849.56
7/16/18,62.342,63.032,61.25,62.02,39093274.41
7/17/18,61.762,64.948,61.7,64.538,34981159.48
7/18/18,65,65.1,63.25,64.77,28121054.58
7/19/18,63.266,64.708,62.802,64.046,29576724.56
7/20/18,64.246,64.648,62.3419,62.716,25832734.61
7/23/18,60.368,61.1,58.572,60.64,54964749.18
7/24/18,60.8842,61.5434,58.509,59.486,47953919.28
7/25/18,59.348,61.924,58.9005,61.748,35470899.47
7/26/18,60.97,62.14,60.7282,61.33,23152609.65
7/27/18,61.45,61.5387,59.0681,59.436,28516629.57
7/30/18,59.18,59.22,57.226,58.034,34070359.49
7/31/18,58.45,59.664,57.814,59.628,25384579.62
8/1/18,59.598,60.6,58.6,60.168,50647149.24
8/2/18,65.688,69.998,64.632,69.908,116074803.3
8/3/18,69.562,71,68.506,69.634,68282448.98
8/6/18,69.092,70.996,68.364,68.398,42821654.36
8/7/18,68.768,77.492,67.83,75.914,154378847.7
8/8/18,73.818,76.528,73.424,74.068,122855798.2
8/9/18,73.11,73.402,69.146,70.49,85919053.71
8/10/18,70.8,72,69.2,71.098,57760199.13
8/13/18,72.226,72.638,69.804,71.282,52319399.22
8/14/18,71.69,71.8399,69.42,69.528,34932139.48
8/15/18,68.3812,68.898,66.428,67.738,45506289.32
8/16/18,67.982,68.456,66.764,67.09,30320164.55
8/17/18,64.7,65.354,60.706,61.1,94793043.58
8/20/18,58.3408,61.7,57.64,61.688,87011698.69
8/21/18,62.122,64.958,61.8,64.38,65861149.01
8/22/18,64.174,64.776,62.934,64.328,29729774.55
8/23/18,63.828,65.464,63.62,64.02,25736429.61
8/24/18,64.14,64.77,63.88,64.564,18012819.73
8/27/18,63.6,64.487,61.762,63.854,65396449.02
8/28/18,63.682,63.776,62.238,62.372,38245454.43
8/29/18,62.054,62.37,60.738,61.002,37236959.44
8/30/18,60.452,60.92,59.544,60.63,36083529.46
8/31/18,60.4,61.0616,59.72,60.332,26875519.6
9/4/18,59.388,59.638,57.6,57.79,41752344.37
9/5/18,57.01,57.356,55.436,56.148,38604104.42
9/6/18,56.96,58.234,55.776,56.19,37403799.44
9/7/18,52.02,53.67,50.451,52.648,112459648.3
9/10/18,54.652,57.206,54.2,57.1,71417648.93
9/11/18,55.894,56.4,54.71,55.888,45849944.31
9/12/18,56.288,58.5,55.7293,58.108,50077149.25
9/13/18,57.604,59,57.036,57.892,31701679.52
9/14/18,57.752,59.4651,57.304,59.04,33828059.49
9/17/18,58.008,60.174,57.626,58.968,34437884.48
9/18/18,59.338,60.528,55.1,56.992,82737598.76
9/19/18,56.102,60,56.1,59.804,41474584.38
9/20/18,60.712,61.196,58.666,59.666,36747104.45
9/21/18,59.54,60.116,59.074,59.82,25252389.62
9/24/18,59.696,60.5999,58.716,59.936,24214804.64
9/25/18,60,60.92,59.3,60.198,22408644.66
9/26/18,60.382,62.778,60.2219,61.916,39216079.41
9/27/18,62.58,62.992,61.382,61.504,42545419.36
9/28/18,54.052,55.6,52.111,52.954,168248437.5
10/1/18,61.154,62.288,60.21,62.14,108887998.4
10/2/18,62.79,63.368,59.83,60.204,58717549.12
10/3/18,60.666,60.92,58.314,58.96,39974939.4
10/4/18,58.79,58.8,55.534,56.366,49071059.26
10/5/18,54.93,54.976,52,52.39,89722693.65
10/8/18,52.904,53.552,49.8,50.112,67363248.99
10/9/18,51.05,53.354,50.66,52.56,60302849.1
10/10/18,52.922,53.102,49.554,51.376,64076399.04
10/11/18,51.506,52.45,49.806,50.446,40838684.39
10/12/18,52.2,52.398,50.402,51.756,36007019.46
10/15/18,51.812,52.656,50.9073,51.918,30999824.54
10/16/18,53.14,55.475,52.448,55.318,47632004.29
10/17/18,56.48,56.54,53.1606,54.356,43277709.35
10/18/18,53.858,54.2,52.6,52.782,27105919.59
10/19/18,53.478,53.932,50.7,52,46877744.3
10/22/18,52.136,52.372,50.518,52.19,28001299.58
10/23/18,52.774,59.586,52.42,58.828,95138748.57
10/24/18,60.21,60.888,57.146,57.7,100291298.5
10/25/18,63.444,64.2,60.202,62.972,104203603.4
10/26/18,61.65,67.98,61.33,66.18,137127597.9
10/29/18,67.494,69.432,65.3,66.97,72430153.91
10/30/18,65.678,67.58,64.452,65.98,45633519.32
10/31/18,66.508,68.4,65.82,67.464,38121739.43
11/1/18,67.652,69.568,66.945,68.856,40000659.4
11/2/18,68.748,69.84,68.182,69.282,39039859.41
11/5/18,68.1,68.791,66.028,68.28,39155239.41
11/6/18,67.814,69.76,67.218,68.212,33814444.49
11/7/18,68.668,70.236,68.16,69.632,36872604.45
11/8/18,69.7,71.5151,69.688,70.28,35453364.47
11/9/18,69.8,70.8,69.046,70.102,25494229.62
11/12/18,69.674,69.956,66.068,66.256,34707614.48
11/13/18,66.632,68.94,66.44,67.746,27242984.59
11/14/18,68.54,69.422,67.43,68.8,25201434.62
11/15/18,68.466,69.716,67.808,69.688,23128594.65
11/16/18,69.038,71.14,69.024,70.862,36030954.46
11/19/18,71.268,73.35,70.576,70.694,48544354.27
11/20/18,68.35,69.96,66.71,69.498,40023544.4
11/21/18,70.4,70.62,67.4799,67.638,23434039.65
11/23/18,66.869,67.5,65.11,65.166,21013209.68
11/26/18,65,69.244,65,69.2,39960704.4
11/27/18,68.01,69.392,67.1,68.784,31791499.52
11/28/18,69.198,69.656,68.442,69.574,20637889.69
11/29/18,69.4,69.5,67.91,68.234,15403619.77
11/30/18,68.366,70.32,67.653,70.096,28144474.58
12/3/18,72,73.2,70.4,71.698,41532559.38
12/4/18,71.21,73.736,70.4,71.94,42309724.37
12/6/18,71.202,73.476,70.152,72.612,39212539.41
12/7/18,73.8,75.898,71.53,71.593,57555899.14
12/10/18,72,73.196,70.624,73.03,33067274.5
12/11/18,73.982,74.4338,72.046,73.352,31543844.53
12/12/18,73.884,74.382,73.032,73.32,25135239.62
12/13/18,74.03,75.488,73.35,75.358,36829269.45
12/14/18,75,75.574,72.866,73.142,31687774.52
12/17/18,72.4,73.14,68.776,69.684,38370039.42
12/18/18,70.108,70.31,66.738,67.406,35499999.47
12/19/18,67.52,69.402,65.948,66.594,41370904.38
12/20/18,65.4108,66.058,62.3738,63.076,45359289.32
12/21/18,63.48,64.694,62.488,63.954,40084004.4
12/24/18,62.7,62.9,59.039,59.078,27799564.58
12/26/18,60,65.394,58.818,65.218,40815689.39
12/27/18,63.968,64.4343,60.3,63.226,42875664.36
12/28/18,64.62,67.248,63.682,66.774,49694959.25
12/31/18,67.558,67.842,65.052,66.56,31511689.53
1/2/19,61.22,63.026,59.76,62.024,58293249.13
1/3/19,61.4,61.88,59.476,60.072,34825919.48
1/4/19,61.2,63.6,60.546,63.538,36970579.45
1/7/19,64.344,67.348,63.5502,66.992,37756124.43
1/8/19,68.392,68.802,65.404,67.07,35042579.47
1/9/19,67.1,68.7005,66.294,67.706,27164724.59
1/10/19,66.88,69.078,66.358,68.994,30281769.55
1/11/19,68.418,69.682,67.754,69.452,25195259.62
1/14/19,68.476,68.5,66.8,66.88,26236419.61
1/15/19,67,69.76,66.9,68.886,30282949.55
1/16/19,68.956,70.4,68.7,69.21,23458694.65
1/17/19,69.242,70.3,68.83,69.462,18383664.72
1/18/19,64.6,65.4259,59.946,60.452,120753798.2
1/22/19,60.964,61.6,59.1,59.784,60333699.09
1/23/19,58.5,58.9,56.338,57.518,62649949.06
1/24/19,56.606,58.736,55.8566,58.302,40060774.4
1/25/19,58.878,59.7039,57.91,59.408,36290389.46
1/28/19,58.582,59.492,57.55,59.276,32116394.52
1/29/19,59.054,59.7113,58.36,59.492,23108459.65
1/30/19,60.09,61.8,59.698,61.754,56251599.16
1/31/19,60.2,62.3127,58.8,61.404,62846249.06
2/1/19,61.084,63.22,60.7,62.442,36417204.45
2/4/19,62.596,63.06,60.376,62.578,36760409.45
2/5/19,62.498,64.488,62.4499,64.27,33713824.49
2/6/19,63.918,64.848,63.1248,63.444,25192729.62
2/7/19,62.66,62.94,60.6,61.502,32603054.51
2/8/19,61.366,61.489,59.7,61.16,29221059.56
2/11/19,62.32,63.72,62.1,62.568,35648564.47
2/12/19,63.24,63.638,61.924,62.362,27587849.59
2/13/19,62.47,62.55,61.114,61.634,25708084.61
2/14/19,60.676,61.354,60.2,60.754,26004159.61
2/15/19,60.9,61.6,60.78,61.576,19524734.71
2/19/19,61.312,62.3088,61.094,61.128,20842214.69
2/20/19,60.882,61.26,59.8,60.512,35710584.46
2/21/19,60.362,60.648,58.1,58.246,44545909.33
2/22/19,58.898,59.3,58.42,58.942,28702789.57
2/25/19,59.582,60.5809,59.4001,59.754,33132609.5
2/26/19,58.444,60.402,57.754,59.572,42912674.36
2/27/19,60.356,63.259,60.11,62.948,55919549.16
2/28/19,63.784,64,62.162,63.976,52603249.21
3/1/19,61.388,61.426,58.38,58.958,114556903.3
3/4/19,59.624,59.8,56.556,57.072,85484098.72
3/5/19,56.4,56.8,54.02,55.308,93823698.59
3/6/19,55.296,56.3012,54.878,55.248,51677449.22
3/7/19,55.768,56.94,54.85,55.318,47212414.29
3/8/19,55.382,57.118,55.178,56.828,44098124.34
3/11/19,56.704,58.256,56.1,58.184,36961384.45
3/12/19,57.298,57.614,56.212,56.672,37520684.44
3/13/19,56.78,58.398,56.54,57.792,34223599.49
3/14/19,58.49,59.078,57.658,57.992,35517234.47
3/15/19,56.702,56.7449,54.88,55.086,73927648.89
3/18/19,55.2,55.61,53.46,53.898,51404899.23
3/19/19,53.5,54.66,52.692,53.494,59003149.11
3/20/19,53.938,54.994,53.26,54.72,34541119.48
3/21/19,54.52,55.29,53.69,54.804,29735489.55
3/22/19,54.516,54.56,52.8,52.906,43728044.34
3/25/19,51.942,52.636,50.892,52.084,51075149.23
3/26/19,52.888,54.052,52.886,53.554,36754739.45
3/27/19,53.75,55.074,53.6368,54.966,43895829.34
3/28/19,55.432,56.066,55.02,55.724,33870464.49
3/29/19,55.74,56.032,54.9,55.972,29956689.55
4/1/19,56.524,57.84,56.2562,57.836,40552194.39
4/2/19,57.66,57.888,56.776,57.176,27394699.59
4/3/19,57.464,59.234,57.434,58.362,39649319.41
4/4/19,52.378,54.24,52.118,53.556,118603648.2
4/5/19,53.972,55.22,53.222,54.992,65191299.02
4/8/19,55.538,56.232,54.088,54.64,52052199.22
4/9/19,54.33,55,53.922,54.462,29520154.56
4/10/19,55.348,55.676,54.5785,55.212,35306564.47
4/11/19,53.66,54.1,53.12,53.684,49179634.26
4/12/19,54.044,54.39,53.366,53.54,33729869.49
4/15/19,53.726,53.776,51.726,53.276,50192899.25
4/16/19,53.15,55,52.944,54.672,36364649.45
4/17/19,54.95,54.958,53.707,54.246,25632339.62
4/18/19,54.246,54.968,53.95,54.652,29381624.56
4/22/19,53.8,53.936,52.496,52.55,60735699.09
4/23/19,52.03,53.12,51.15,52.78,54719299.18
4/24/19,52.77,53.064,51.6,51.732,53637249.2
4/25/19,51,51.8,49.214,49.526,109246953.4
4/26/19,49.3,49.336,46.226,47.028,111803553.3
4/29/19,47.172,48.796,46.434,48.294,83572398.75
4/30/19,48.412,48.842,47.4,47.738,47323139.29
5/1/19,47.77,48,46.3,46.802,53521749.2
5/2/19,49.104,49.426,47.544,48.82,90796698.64
5/3/19,48.772,51.322,48.698,51.006,118533848.2
5/6/19,50.004,51.67,49.7,51.068,54169699.19
5/7/19,51.36,51.442,49.02,49.412,50657049.24
5/8/19,49.388,50.1198,48.84,48.968,30882199.54
5/9/19,48.4,48.736,47.3887,48.396,33556904.5
5/10/19,47.95,48.398,47.204,47.904,35041679.47
5/13/19,46.402,46.494,44.9,45.402,54173999.19
5/14/19,45.86,46.9,45.6,46.462,36262059.46
5/15/19,45.864,46.488,45.05,46.39,36479879.45
5/16/19,45.898,46.2,45.3,45.666,37416364.44
5/17/19,44.392,44.448,41.784,42.206,88933348.67
5/20/19,40.56,41.2,39.05,41.072,102630993.5
5/21/19,39.552,41.48,39.208,41.016,90019498.65
5/22/19,39.82,40.788,38.356,38.546,93425943.6
5/23/19,38.868,39.893,37.244,39.098,132735703
5/24/19,39.966,39.996,37.7501,38.126,70682848.94
5/28/19,38.24,39,37.57,37.74,51564499.23
5/29/19,37.42,38.478,37.008,37.972,59843199.1
5/30/19,37.75,38.451,37.404,37.644,39632379.41
5/31/19,37.02,37.9841,36.82,37.032,52033649.22
6/3/19,37.102,37.336,35.3984,35.794,65322049.02
6/4/19,36.22,38.796,35.922,38.72,69037598.96
6/5/19,39.736,40.2556,38.3697,39.318,67553798.99
6/6/19,40.888,42.2,40.36,41.19,101210748.5
6/7/19,41,42.1688,40.6998,40.9,80017648.8
6/10/19,42.05,43.388,41.802,42.576,52925199.21
6/11/19,43.8288,44.18,42.7,43.42,58267699.13
6/12/19,44.59,44.676,41.8,41.852,75987693.86
6/13/19,42.076,42.98,41.5021,42.782,40841299.39
6/14/19,42.25,43.33,42.08,42.984,37167004.44
6/17/19,43.096,45.4,42.854,45.006,61583999.08
6/18/19,45.744,46.948,44.512,44.948,63578949.05
6/19/19,45.022,45.554,44.212,45.286,32875674.51
6/20/19,44.6,45.38,43.27,43.924,59317299.11
6/21/19,43.244,44.436,43.1,44.372,41010384.38
6/24/19,44.648,45.172,44.204,44.728,28753854.57
6/25/19,44.878,45.068,43.898,43.952,30910354.54
6/26/19,44.062,45.446,43.62,43.854,42536039.36
6/27/19,43.89,44.58,43.47,44.568,31698549.52
6/28/19,44.198,45.034,44.16,44.692,34256919.49
7/1/19,46.042,46.6199,45.256,45.434,41189819.38
7/2/19,45.778,45.83,44.444,44.91,46295134.31
7/3/19,47.878,48.314,46.902,46.98,71005753.93
7/5/19,46.914,47.09,46.16,46.62,35328684.47
7/8/19,46.248,46.45,45.732,46.068,29402709.56
7/9/19,45.794,46.2,45.456,46.012,30954174.54
7/10/19,46.83,47.788,46.628,47.784,45728679.31
7/11/19,47.628,48.3,47.16,47.72,37572149.44
7/12/19,47.95,49.076,47.942,49.016,46002604.31
7/15/19,49.6,50.884,48.972,50.7,55000449.17
7/16/19,49.86,50.706,49.5865,50.476,40744944.39
7/17/19,51.134,51.662,50.67,50.972,48823634.27
7/18/19,51.01,51.15,50.377,50.708,23822414.64
7/19/19,51.138,51.992,50.924,51.636,35242049.47
7/22/19,51.75,52.431,50.8382,51.136,34231364.49
7/23/19,51.342,52.096,50.9,52.034,25115604.62
7/24/19,51.834,53.214,51.632,52.976,55364199.17
7/25/19,46.7,46.9,45.11,45.764,112091248.3
7/26/19,45.384,46.052,44.45,45.608,50138499.25
7/29/19,45.418,47.188,45.2065,47.154,46366654.3
7/30/19,46.58,48.672,46.436,48.452,40545069.39
7/31/19,48.6,49.336,47.33,48.322,45891039.31
8/1/19,48.53,48.902,46.354,46.77,41297579.38
8/2/19,46.27,47.254,45.846,46.868,30682404.54
8/5/19,45.92,46.2735,45.155,45.664,35141394.47
8/6/19,46.376,46.5,45.15,46.15,27820999.58
8/7/19,45.3,46.7138,45.16,46.684,23882499.64
8/8/19,46.89,47.96,46.53,47.66,26371744.6
8/9/19,47.2108,47.792,46.762,47.002,19491219.71
8/12/19,46.598,47.154,45.75,45.802,23319684.65
8/13/19,45.762,47.2,45.51,47,24344989.63
8/14/19,46.242,46.3,43.338,43.924,47812954.28
8/15/19,44.172,44.312,42.31,43.128,41159759.38
8/16/19,43.332,44.448,43.204,43.988,26036879.61
8/19/19,44.842,45.566,44.34,45.366,26558739.6
8/20/19,45.524,45.818,44.908,45.172,20852634.69
8/21/19,44.402,44.644,43.52,44.166,38998719.42
8/22/19,44.56,45.08,43.644,44.43,32824819.51
8/23/19,43.994,44.234,42.2,42.28,42798519.36
8/26/19,42.72,43.004,42.308,43,25272069.62
8/27/19,43.148,43.76,42.406,42.816,27103634.59
8/28/19,42.738,43.45,42.462,43.118,16193124.76
8/29/19,43.8,44.68,43.6,44.342,25915519.61
8/30/19,45.83,46.488,44.8426,45.122,46638874.3
9/3/19,44.816,45.79,44.632,45.002,26802729.6
9/4/19,45.378,45.692,43.841,44.136,28843479.57
9/5/19,44.5,45.96,44.17,45.916,37016604.44
9/6/19,45.44,45.928,45.034,45.49,20946859.69
9/9/19,46,46.752,45.846,46.358,24013344.64
9/10/19,46.16,47.108,45.788,47.108,24418569.63
9/11/19,47.476,49.6348,47.2,49.42,50213899.25
9/12/19,49.54,50.7,48.88,49.174,42906049.36
9/13/19,49.392,49.69,48.973,49.04,26565724.6
9/16/19,49.2,49.486,48.234,48.562,23640479.65
9/17/19,48.494,49.12,48.074,48.958,19734544.7
9/18/19,49,49.6337,48.474,48.698,21140514.68
9/19/19,49.2,49.588,48.968,49.32,24415674.63
9/20/19,49.298,49.3892,47.632,48.124,32531319.51
9/23/19,48,49.0359,47.844,48.246,21958149.67
9/24/19,48.304,48.398,44.522,44.642,64705549.03
9/25/19,44.912,45.796,43.672,45.74,47221429.29
9/26/19,46.132,48.662,45.48,48.512,60393949.09
9/27/19,48.44,49.742,47.746,48.426,55615899.17
9/30/19,48.6,48.796,47.2222,48.174,29730804.55
10/1/19,48.3,49.19,47.826,48.938,30981449.54
10/2/19,48.658,48.93,47.886,48.626,31282739.53
10/3/19,46.372,46.896,44.856,46.606,75688798.86
10/4/19,46.322,46.956,45.614,46.286,40105899.4
10/7/19,45.96,47.712,45.71,47.544,40434784.39
10/8/19,47.174,48.788,46.9,48.01,43511689.35
10/9/19,48.264,49.459,48.13,48.906,34675164.48
10/10/19,49.056,49.856,48.316,48.948,31567084.53
10/11/19,49.43,50.216,49.362,49.578,42440794.36
10/14/19,49.58,51.71,49.426,51.392,51134299.23
10/15/19,51.54,52,50.824,51.578,32397279.51
10/16/19,51.478,52.42,51.384,51.95,33521514.5
10/17/19,52.5,52.956,52.034,52.394,23895214.64
10/18/19,52.14,52.56,51.02,51.39,28768329.57
10/21/19,51.666,51.9,50.036,50.7,25540504.62
10/22/19,50.864,51.666,50.17,51.116,23125474.65
10/23/19,50.9,51.228,50.27,50.936,56080899.16
10/24/19,59.674,60.986,57.84,59.936,149096147.8
10/25/19,59.544,66,59.222,65.626,150030447.7
10/28/19,65.508,68.168,64.52,65.542,94351443.58
10/29/19,63.998,64.86,62.95,63.244,63421349.05
10/30/19,62.6,63.758,61.994,63.002,48209049.28
10/31/19,62.62,63.8,62.6,62.984,25334779.62
11/1/19,63.264,63.296,61.96,62.662,31919644.52
11/4/19,62.96,64.388,61.852,63.494,43935199.34
11/5/19,63.924,64.702,63.2236,63.444,34717084.48
11/6/19,63.6,65.344,62.9,65.316,39704659.4
11/7/19,65.828,68.3,65.604,67.108,72336753.91
11/8/19,66.9,67.492,66.5,67.428,30371104.54
11/11/19,68.79,69.838,68.4,69.018,49968444.25
11/12/19,69.38,70.074,68.808,69.986,36796914.45
11/13/19,71,71.266,69.036,69.222,42339314.36
11/14/19,69.222,70.768,68.582,69.87,32358514.51
11/15/19,70.128,70.56,69.672,70.434,24062814.64
11/18/19,70.5834,70.63,69.22,69.998,22042524.67
11/19/19,70.35,71.998,69.56,71.904,38680389.42
11/20/19,72,72.24,69.914,70.444,33669824.49
11/21/19,70.902,72.168,70.8008,70.966,30550064.54
11/22/19,68.032,68.2,66,66.608,84353203.73
11/25/19,68.864,68.914,66.892,67.268,61728849.07
11/26/19,67.054,67.1,65.42,65.784,39781194.4
11/27/19,66.224,66.786,65.714,66.258,27817294.58
11/29/19,66.222,66.252,65.5,65.988,12328144.82
12/2/19,65.88,67.2765,65.7374,66.974,30409929.54
12/3/19,66.524,67.582,66.4372,67.24,33067379.5
12/4/19,67.55,67.572,66.57,66.606,27681274.58
12/5/19,66.566,66.8845,65.45,66.074,18684879.72
12/6/19,67,67.772,66.954,67.178,38094684.43
12/9/19,67.318,68.89,67.016,67.906,45201084.32
12/10/19,67.992,70.146,67.862,69.768,44199754.34
12/11/19,70.3753,71.438,70.218,70.54,34595809.48
12/12/19,70.984,72.548,70.646,71.936,38881054.42
12/13/19,72.21,73.042,70.928,71.678,32445399.51
12/16/19,72.51,76.722,72.5,76.3,91104693.63
12/17/19,75.798,77.1,75.18,75.798,42518874.36
12/18/19,76.126,79.044,76.116,78.63,70681953.94
12/19/19,79.464,81.37,79.3,80.808,90601553.64
12/20/19,82.058,82.6,80.037,81.118,73926048.89
12/23/19,82.356,84.402,82,83.844,66664099
